Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
IR,Gunnar Valdimar Johnsen,2020/21,20,3.9,43.8,1.3,70.3,1.7,2.5,0.3,1.4,0.2,0.3,0.1,2.2,0.2,0.2,0.1
Stjarnan,Gunnar Valdimar Johnsen,2019/20,16,1.3,50,0,0,0.2,0.3,0.1,0.3,0,0,0,0,0,0.1,0
Akureyri,Gunnar Valdimar Johnsen,2018/19,22,2.3,45,0.1,66.7,0.5,0.9,0.1,0.6,0,0.3,0,1.1,0,0.1,0
Hordur,Guntis Pilpuks,2022/23,14,2.9,55.4,0,0,1.3,1.9,0.6,1.3,0.4,0.8,0,1.3,0.1,0,0
FH,Gytis Smantauskas,2021/22,22,1.1,41.7,0,0,0.5,0.9,0.1,0.8,0.1,0.2,0.1,1.4,0.1,0.2,0.1
HK,Hafsteinn Óli Berg Ramos Rocha,2023/24,5,2.2,35.5,0,0,1.2,1.6,0.2,1.6,0,0.2,0.4,3,0,0,0
HK,Hafsteinn Óli Berg Ramos Rocha,2021/22,21,2.8,50.4,0,0,1.8,2.8,0.4,1.2,0.3,0.5,0.3,2.5,0.1,0.3,0
Afturelding,Hafsteinn Óli Berg Ramos Rocha,2020/21,24,1.4,46.6,0,0,0.4,0.5,0.3,0.8,0.2,0.2,0,0.8,0,0.3,0
Fjolnir,Hafsteinn Óli Berg Ramos Rocha,2019/20,9,1.9,42.5,0,0,0.3,0.5,0.3,1.3,0.4,0,0.2,1.1,0,0.1,0
Thor,Hafþór Ingi Halldórsson,2020/21,16,1,41,0,0,0.3,0.3,0.2,0.4,0.4,0.3,0,2.9,0.1,0.3,0
Stjarnan,Hafþór Már Vignisson,2021/22,23,4.5,57.8,0.2,57.1,3.7,5.3,1,2.6,0.3,0.2,0.1,3.4,0.1,0.3,0
Stjarnan,Hafþór Már Vignisson,2020/21,17,3.6,57,0.4,85.7,1.8,2.7,0.4,1.1,0.2,0.4,0.1,2.6,0.1,0.2,0
IR,Hafþór Már Vignisson,2019/20,20,5.2,58.2,0,0,3.9,5.3,0.9,2,0.3,0.3,0,4.3,0.1,0.3,0
Akureyri,Hafþór Már Vignisson,2018/19,22,4.2,53.2,1,77.8,3.6,5.7,0.9,2.4,0.2,0.7,0,3.4,0.3,0.4,0
Vikingur,Halldór Ingi Jónasson,2023/24,5,3,62.5,0,0,0.2,0.2,0.6,0.2,0.4,0.4,0,0.6,0.2,0.2,0
Vikingur,Halldór Ingi Óskarsson,2021/22,18,0.3,50,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0
Haukar,Halldór Ingi Jónasson,2021/22,13,0.9,60,0,0,0,0,0.2,0.1,0.2,0.1,0,0.2,0.1,0.1,0
IR,Halldór ingi Hlöðversson,2020/21,10,0.7,53.8,0,0,0,0,0.1,0.1,0,0.2,0,0.4,0,0.2,0
Afturelding,Halldór Ingi Jónasson,2020/21,27,1,70,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0.5,0,0.1,0
Haukar,Halldór Ingi Jónasson,2019/20,16,1.6,69.4,0.2,75,0.1,0.2,0.3,0.1,0.2,0.4,0,0.3,0,0.2,0.1
Haukar,Halldór Ingi Jónasson,2018/19,34,1.5,64.6,0,0,0.1,0.1,0.2,0.3,0.5,0.3,0,0.6,0.1,0.1,0
IR,Halldór Logi Árnason,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,Halldór Logi Árnason,2018/19,2,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0
Thor,Halldór Yngvi Jónsson,2020/21,2,0.5,100,0.5,100,0,0,0.5,0,0,0,0,0,0,0,0
Fram,Hallur Kristinn Þorsteinsson,2019/20,5,1.2,46.2,0,0,0,0,0.4,0.2,0.4,0,0,1.2,0,0.6,0
Haukar,Hallur Kristinn Þorsteinsson,2018/19,6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
Afturelding,Hamza Kablouti,2021/22,10,3.3,42.9,0,0,0.3,0.6,0,0.8,0,0.3,0,0.6,0,0.2,0
Selfoss,Hannes Höskuldsson,2023/24,5,1.4,50,0,0,0,0,0.2,0.4,0.4,0,0,1.2,0,0.8,0
Grotta,Hannes Grimm,2023/24,5,3,75,0,0,0,0,0.8,0.2,0.2,0.2,0.6,1.8,0,0.6,0
Selfoss,Hannes Höskuldsson,2022/23,24,1.8,69.8,0.2,100,0,0,0.1,0.3,0.2,0.3,0,0.4,0,0.2,0
Grotta,Hannes Grimm,2022/23,22,2.6,73.4,0,0,0.3,0.3,0.5,0.6,0.3,0.4,0.6,3.9,0.1,0.6,0
Selfoss,Hannes Höskuldsson,2021/22,10,1.2,63.2,0,0,0.1,0.2,0.2,0.1,0.3,0.5,0,0.6,0,0.2,0
Grotta,Hannes Grimm,2021/22,22,2.1,67.6,0,0,0,0,0.4,0.7,0.3,0.2,0.1,3,0.1,0.5,0
Selfoss,Hannes Höskuldsson,2020/21,12,1.4,77.3,0,0,0,0.1,0,0.3,0.4,0.5,0.1,0.6,0,0,0
Grotta,Hannes Grimm,2020/21,22,1.3,80,0,0,0.1,0.1,0.4,0.4,0.1,0,0.2,2.4,0.1,0.6,0
Selfoss,Hannes Höskuldsson,2019/20,9,0.4,57.1,0,0,0.2,0.2,0,0.1,0.1,0.1,0,0.2,0,0.1,0
Stjarnan,Hannes Grimm,2019/20,20,1.2,72.7,0,0,0.1,0.2,0.5,0.7,0.4,0.5,0.3,4.8,0.4,0.8,0
Selfoss,Hannes Höskuldsson,2018/19,25,0.2,85.7,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0
Grotta,Hannes Grimm,2018/19,21,0.9,61.3,0,33.3,0.1,0.3,0.5,0.5,0.3,0.5,0.6,3.7,0.1,1,0.3
Selfoss,Hans Jörgen Ólafsson,2023/24,5,4.8,46.2,0,0,2.2,3,0.2,3.6,0.8,1,0,2.8,0.2,0.2,0
Selfoss,Hans Jörgen Ólafsson,2022/23,5,0.8,44.4,0,0,0.6,0.6,0.2,0.4,0.4,0.4,0,0,0,0,0
Selfoss,Hans Jörgen Ólafsson,2020/21,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Haraldur Björn Hjörleifsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Haraldur Björn Hjörleifsson,2022/23,12,0.3,80,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0
Afturelding,Haraldur Björn Hjörleifsson,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Haraldur Björn Hjörleifsson,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,Haraldur Bolli Heimisson,2022/23,16,0.7,68.8,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0
KA,Haraldur Bolli Heimisson,2021/22,19,0.5,75,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0,0,0
KA,Haraldur Bolli Heimisson,2020/21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Haukur Guðmundsson,2023/24,6,1.7,71.4,0,0,0,0,0.3,0,0.2,0,0,0,0,0.2,0
Afturelding,Haukur Guðmundsson,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Haukur Þrastarson,2019/20,20,8.2,61.2,1.3,78.8,5.7,7.6,0.3,2.6,0.3,0.8,0.7,2.8,0.1,0.4,0
Selfoss,Haukur Þrastarson,2018/19,29,5.3,58.2,0.2,53.8,3.6,5,0.3,1.2,0.6,0.8,0.3,3.2,0.2,0.6,0
HK,Haukur Ingi Hauksson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Haukur Páll Hallgrímsson,2023/24,5,0.8,40,0,0,0.6,1.6,0,0.8,0,0,0,0.2,0,0.4,0
Selfoss,Haukur Páll Hallgrímsson,2022/23,15,0.6,64.3,0,0,0.7,0.9,0.1,0.6,0.4,0.1,0,0.3,0,0.1,0
Selfoss,Haukur Páll Hallgrímsson,2021/22,12,0.3,42.9,0,0,0.2,0.3,0,0,0,0.1,0,0.3,0,0.1,0
IBV,Hákon Daði Styrmisson,2020/21,26,7.5,73.3,3.5,84.1,0.4,0.6,0.6,0.7,0.7,0.9,0,0.5,0.1,0.1,0
IBV,Hákon Daði Styrmisson,2019/20,20,6.5,76.9,2.7,84.1,0.6,0.7,0.4,0.7,0.6,0.9,0,0.7,0.1,0.2,0
IBV,Hákon Daði Styrmisson,2018/19,28,4.4,65.1,1.6,75,0.3,0.4,0.4,0.4,0.5,0.5,0,0.3,0,0.3,0
Thor,Hákon Ingi Halldórsson,2020/21,7,0.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor,Heimir Pálsson,2020/21,7,0.3,50,0,0,0,0,0,0.3,0.1,0.1,0,0.3,0,0,0
Haukar,Heimir Óli Heimisson,2022/23,34,2.3,74.5,0,0,0.1,0.1,0.6,0.3,0.4,0.2,0.6,2.1,0.2,0.6,0.1
Haukar,Heimir Óli Heimisson,2021/22,25,3.5,83,0,0,0.2,0.4,0.6,0.4,0.3,0.4,0.6,2.3,0.1,0.4,0
Haukar,Heimir Óli Heimisson,2020/21,24,2.2,69.3,0,0,0.6,0.6,1,0.3,0.4,0.7,0.8,2.3,0.1,0.5,0
Haukar,Heimir Óli Heimisson,2019/20,14,2.7,66.7,0,0,0.3,0.4,0.8,0.9,0.6,0.3,0.9,2.2,0.1,0.1,0
Haukar,Heimir Óli Heimisson,2018/19,34,3.8,75.6,0,0,0.4,0.4,1.1,0.5,0.6,0.4,1,2.2,0.2,0.4,0
Stjarnan,Hergeir Grímsson,2023/24,6,6.3,61.3,1,66.7,2.5,3.8,0.7,2,0.3,0.2,0,2.5,0,0.3,0
Stjarnan,Hergeir Grímsson,2022/23,23,3.8,54.7,0.3,85.7,3.1,4.7,1,1.9,0.6,0.6,0,2.5,0,0.4,0
Selfoss,Hergeir Grímsson,2021/22,28,3.4,50.8,0.5,60.9,3.3,4.7,0.8,2.1,0.4,0.8,0.1,2.8,0.2,0.8,0
Selfoss,Hergeir Grímsson,2020/21,24,5,65,1.6,82.6,1.8,2.7,0.5,1.8,0.7,0.9,0.2,4,0.1,0.5,0
Selfoss,Hergeir Grímsson,2019/20,15,5.9,69.5,2.4,81.8,2.1,3,0.9,1.2,0.7,0.7,0.2,3.7,0.2,0.5,0.1
Selfoss,Hergeir Grímsson,2018/19,31,3.3,57.5,0.2,63.6,0.5,0.6,0.3,0.3,0.7,0.7,0.2,4.1,0.1,0.4,0
Afturelding,Hilmar Ásgeirsson,2022/23,16,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Afturelding,Hilmar Ásgeirsson,2021/22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Hilmar Ásgeirsson,2020/21,20,0.1,50,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0
KA,Hilmar Bjarki Gíslason,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,Hilmar Bjarki Gíslason,2022/23,20,0.3,54.5,0,0,0.1,0.1,0.1,0.1,0.3,0.2,0.3,1.3,0.1,0.2,0
KA,Hilmar Bjarki Gíslason,2021/22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Hilmir Örn Nielsen,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Hinrik Hugi Heiðarsson,2023/24,3,0.3,33.3,0,0,0,0,0.3,0.3,0,0,0,0.3,0,0.3,0
IBV,Hinrik Hugi Heiðarsson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikingur,Hjalti Már Hjaltason,2021/22,22,2.1,69.7,0,0,0.1,0.1,0.5,0.5,0.5,0.4,0.1,2.3,0.1,0.5,0
Stjarnan,Hjálmtýr Alfreðsson,2022/23,16,2.2,67.3,0,0,0.1,0.1,0.1,0.1,0.6,0.1,0,1.1,0,0.3,0
Stjarnan,Hjálmtýr Alfreðsson,2021/22,23,1.2,58.7,0,0,0,0,0.1,0.2,0.3,0.1,0,1.6,0,0.3,0
Stjarnan,Hjálmtýr Alfreðsson,2020/21,18,0.4,50,0,0,0.1,0.1,0.1,0.2,0.1,0.1,0,1,0,0.1,0
Stjarnan,Hjálmtýr Alfreðsson,2018/19,16,2.7,68.3,0,0,0,0,0.1,0.6,0.1,0.4,0,1.1,0,0.1,0
HK,Hjörtur Ingi Halldórsson,2023/24,6,5.2,54.4,0,0,3.7,4.5,0.5,1.8,0.5,1.7,0.5,2.2,0,0.3,0
HK,Hjörtur Ingi Halldórsson,2021/22,22,3.9,46.7,0,50,2.5,3.5,0.5,2.4,0.3,0.7,0.4,2.5,0,0.4,0.1
Haukar,Hjörtur Ingi Halldórsson,2019/20,18,0.6,61.1,0,0,0.3,0.5,0,0.6,0,0.1,0,0.3,0,0.1,0
Haukar,Hjörtur Ingi Halldórsson,2018/19,13,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Hlynur Jóhannsson,2021/22,25,0.3,47.1,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0,0.1,0,0,0
FH,Hlynur Jóhannsson,2020/21,8,0.8,60,0.1,100,0,0,0,0.1,0,0,0,0.1,0,0,0
FH,Hlynur Jóhannsson,2019/20,3,1.3,100,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0
FH,Hlynur Jóhannsson,2018/19,14,0.2,75,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0
Thor,Hlynur Elmar Matthíhasson,2020/21,22,0.1,33.3,0,0,0.3,0.4,0,0.1,0,0.3,0.4,1.9,0.2,0.7,0
Selfoss,Hólmar Höskuldsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotta,Hrafn Ingi Jóhannsson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Hrannar Bragi Eyjólfsson,2023/24,6,0.3,28.6,0,0,0.5,0.7,0,1,0,0.3,0,0.2,0,0.3,0
Stjarnan,Hrannar Bragi Eyjólfsson,2022/23,21,0.8,66.7,0,0,0.7,0.8,0.2,0.7,0,0.1,0.1,1.5,0.1,0.4,0
Stjarnan,Hrannar Bragi Eyjólfsson,2021/22,23,1.2,69.2,0,0,0.9,1.3,0.3,1,0.1,0.2,0.2,1.3,0,0.4,0
Stjarnan,Hrannar Bragi Eyjólfsson,2020/21,26,0.9,50,0,0,0.2,0.4,0,0.5,0.1,0,0.1,0.5,0,0.2,0
Stjarnan,Hrannar Bragi Eyjólfsson,2019/20,7,0.3,100,0,0,0,0,0,0,0,0.1,0,0.4,0,0,0
Stjarnan,Hrannar Bragi Eyjólfsson,2018/19,7,0.3,50,0,0,0.3,0.6,0,0.9,0.3,0,0,0.1,0,0,0
IR,Hrannar Ingi Jóhannsson,2022/23,20,1.5,50.8,0,0,0.7,0.9,0.2,0.8,0.1,0.1,0.2,1.7,0.1,0.2,0
IR,Hrannar Ingi Jóhannsson,2020/21,20,2.7,39.7,0.3,83.3,1,1.4,0.3,1.7,0.3,0.3,0,1.2,0.1,0.2,0
IR,Hrannar Ingi Jóhannsson,2019/20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
Stjarnan,Hrannar Máni Eyjólfsson,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Hrannar Máni Eyjólfsson,2021/22,5,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0
KA,Hreinn Hauksson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,Hugi Elmarsson,2023/24,5,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0
Stjarnan,Hörður Kristinn Örvarsson,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Hörður Kristinn Örvarsson,2018/19,6,0.5,60,0,0,0.2,0.2,0,0,0,0.3,0,1.2,0,0,0
Vikingur,Igor Mrsulja,2023/24,5,0.6,75,0.2,100,0.2,0.6,0.2,1,0,0.2,0,1,0,0.8,0
Grotta,Igor  Mrsulja,2021/22,21,1.4,60.4,0,0,0.7,1.4,0.1,1,0,0.1,0,0.2,0,0.1,0
Afturelding,Ihor Kopyshynskyi,2023/24,5,3,68.2,0,0,0.2,0.2,0,0.2,0.6,0.8,0,0,0,0,0
Afturelding,Ihor Kopyshynskyi,2022/23,28,3.1,72.3,0,0,0.1,0.1,0.1,0.3,0.7,0.5,0,0.7,0,0.2,0.1
Haukar,Ihor Kopyshynskyi,2021/22,15,1.9,72.5,0,0,0,0.1,0.2,0.3,0.2,0.7,0,0.3,0,0.3,0
Thor,Ihor Kopyshynskyi,2020/21,22,5.9,67.7,2.3,74.6,0.4,0.5,0.3,0.8,0.6,0.5,0,1,0,0.3,0
Akureyri,Ihor Kopyshynskyi,2018/19,20,5.3,71.4,1.3,86.2,0.1,0.3,0.1,0.9,0.7,0.6,0,1.5,0.1,0.6,0
Thor,Ingimundur Kristján Ingimundarson,2020/21,8,0,0,0,0,0.1,0.2,0,0,0.4,0,0.6,0.6,0,0.1,0
Grotta,Ingólfur Arnar Þorgeirsson,2021/22,9,0.1,50,0.1,100,0.1,0.1,0,0,0,0,0,0,0,0,0
Grotta,Ingólfur Arnar Þorgeirsson,2020/21,22,0.6,51.9,0,0,0.5,0.7,0.2,0.6,0,0,0,0,0,0,0
IR,Ingólfur Arnar Þorgeirsson,2018/19,15,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.1,0
FH,Ingvar Dagur Gunnarsson,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBV,Ísak Rafnsson,2023/24,5,0,0,0,0,0,0,0,0,0.2,0.4,1.6,5.2,0.2,0.2,0
Valur,Ísak Gústafsson,2023/24,6,4.5,58.7,0,0,1.7,1.9,0.5,0.8,0,0.3,0,0.7,0,0.2,0
Selfoss,Ísak Gústafsson,2022/23,23,4.7,55.6,0.5,68.8,2.2,3.1,0.5,1.9,0.5,0.3,0,1.3,0,0.2,0
IBV,Ísak Rafnsson,2022/23,32,0.3,61.5,0,0,0.1,0.1,0,0.2,0.4,0.5,2.1,3.7,0.1,0.4,0
Selfoss,Ísak Gústafsson,2021/22,15,1.9,51.9,0,0,1.1,1.3,0.5,1.3,0.1,0.2,0.3,1.7,0,0.1,0
FH,Ísak Rafnsson,2021/22,21,0,100,0,0,0.2,0.2,0,0.2,0.4,0.7,1,2.7,0,0.2,0
Selfoss,Ísak Gústafsson,2020/21,17,0.9,64,0,0,0.4,0.8,0.1,0.6,0.1,0.1,0,0.7,0,0.1,0
FH,Ísak Rafnsson,2020/21,20,0,0,0,0,0.4,0.5,0,0.1,0.8,0.4,1.9,3.8,0.2,0.6,0
Selfoss,Ísak Gústafsson,2019/20,18,0.6,38.5,0,0,0.6,0.7,0.4,0.6,0.2,0.2,0.2,1.2,0,0.3,0
FH,Ísak Rafnsson,2019/20,18,0.4,50,0,0,0.5,0.6,0,0.1,0.3,0.5,1.2,2.2,0.1,0.7,0
Selfoss,Ísak Gústafsson,2018/19,7,0.1,50,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0
Stjarnan,Ísak Logi Einarsson,2023/24,6,0.5,50,0,0,0.2,0.4,0,0.2,0,0,0,0.5,0,0,0
Valur,Ísak Logi Einarsson,2022/23,9,1.3,70.6,0,0,0.8,1.1,0,0.7,0,0.1,0,0,0,0,0
Valur,Ísak Logi Einarsson,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Ísak Óli Eggertsson,2023/24,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
KA,Ísak Óli Eggertsson,2022/23,10,0.3,75,0,0,0.3,0.3,0.1,0.1,0,0,0,0,0,0,0
KA,Ísak Óli Eggertsson,2021/22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikingur,Ísak Örn Guðbjörnsson,2023/24,4,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0.3,0
IBV,Ívar Bessi Viðarsson,2022/23,26,0.1,28.6,0,0,0,0,0,0,0.1,0.3,0.2,1.1,0,0.2,0
Fram,Ívar logi Styrmirsson,2023/24,5,1.2,60,0,0,0,0.2,0.4,0.2,0.2,0.8,0,0.8,0.2,0.4,0
Fram,Ívar logi Styrmirsson,2022/23,24,3,67,0.5,57.9,0.2,0.4,0.2,0.4,0.6,0.3,0,0.5,0,0.3,0
Grotta,Ívar logi Styrmirsson,2021/22,22,1.2,42.6,0,0,1.1,1.8,0.1,1,0,0,0,0,0,0,0
IBV,Ívar logi Styrmirsson,2020/21,24,0.5,35.1,0,0,0.7,1.2,0.3,0.6,0.2,0.1,0,0.1,0,0.1,0
IBV,Ívar logi Styrmirsson,2019/20,17,0.6,50,0,0,0.5,1,0.1,0.4,0,0.2,0,0.1,0,0,0
IBV,Ívar logi Styrmirsson,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Jakob Aronsson,2023/24,5,1.4,87.5,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0.4,0,0,0
Haukar,Jakob Aronsson,2021/22,3,0.3,100,0,0,0,0,0.3,0.3,0,0,0.3,0,0,0,0
Haukar,Jakob Aronsson,2020/21,23,0.5,78.6,0,0,0,0,0.2,0,0.2,0.2,0.1,0.7,0,0.2,0
Grotta,Jakob Ingi Stefánsson,2023/24,5,6.6,66,1.2,50,0.2,0.2,0,0.2,0.8,0.6,0,0.4,0,0,0
Grotta,Jakob Ingi Stefánsson,2022/23,22,3.5,69.1,0.3,54.5,0,0,0.2,0.5,0.3,0.6,0,0.3,0,0.2,0
Grotta,Jakob Ingi Stefánsson,2021/22,20,1,87,0,0,0,0,0,0.3,0.3,0,0,0.3,0.1,0,0
Grotta,Jakob Ingi Stefánsson,2020/21,22,0.6,56,0,0,0.1,0.1,0,0.2,0,0.2,0,0.1,0,0,0
Afturelding,Jakob Ingi Stefánsson,2018/19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FH,Jakob Martin Ásgeirsson,2023/24,6,2.2,56.5,0,0,0,0,0,0.5,0.8,0.5,0.2,2.5,0,0.3,0
FH,Jakob Martin Ásgeirsson,2022/23,26,3.5,69.2,0,0,0.7,0.7,0.4,0.3,0.9,0.8,0.1,3.3,0.3,0.4,0
FH,Jakob Martin Ásgeirsson,2021/22,23,2.7,58.5,0,0,0.3,0.3,0.2,0.3,0.6,0.6,0,2.2,0.1,0.7,0
FH,Jakob Martin Ásgeirsson,2020/21,24,1.8,71.2,0,0,0.1,0.1,0.1,0.3,0.5,0.3,0,1.3,0,0.2,0
FH,Jakob Martin Ásgeirsson,2019/20,19,1.2,68.8,0,0,0.3,0.3,0.1,0.3,0.2,0.4,0.1,2.9,0,0.6,0
FH,Jakob Martin Ásgeirsson,2018/19,10,0.9,69.2,0,0,0,0.1,0.2,0.5,0,0.3,0,1.2,0,0.2,0.1
IBV,Janus Dam Djurhuus,2022/23,31,2,66.3,0,0,0.1,0.1,0.1,0.4,0.4,0.2,0,1.1,0,0.1,0
IBV,Jason Stefánsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Jason Guðnason,2019/20,12,0.2,66.7,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0.7,0.1,0.3,0
Haukar,Jason Guðnason,2018/19,14,0,0,0,0,0,0,0,0.1,0,0,0.1,0.4,0.1,0,0
Selfoss,Jason Dagur Þórisson,2023/24,5,0.8,57.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0
KA,Jens Bragi Bergþórsson,2023/24,5,0.8,66.7,0,0,0,0,0,0.6,0,0,0.2,1.4,0,0.4,0
KA,Jens Bragi Bergþórsson,2022/23,10,1.4,77.8,0,0,0.1,0.1,0.2,0.8,0,0.1,0,0.6,0,0,0
Hordur,Jhonatan Santos,2022/23,16,1.3,65.6,0.1,100,0.2,0.6,0.2,0.6,0,0.1,0,0,0,0.1,0
IBV,Jonathan Werdelin,2020/21,9,0.1,20,0,0,0,0,0.2,0.3,0,0.2,0,0.1,0,0.1,0
Hordur,José Esteves Neto,2022/23,18,2,65.5,0,0,0.1,0.2,0,0.2,0.3,0.1,0,0.4,0,0.1,0
Valur,Jóel Bernburg,2023/24,2,1,50,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0
Grotta,Jóel Bernburg,2022/23,23,1.3,70.7,0,0,0.1,0.1,0.2,0.4,0.3,0.1,0.2,2.4,0.1,0.2,0
Valur,Jóel Bernburg,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Jóel Bernburg,2020/21,17,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Valur,Jóel Bernburg,2019/20,3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
KA,Jóhann Einarsson,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,Jóhann Einarsson,2020/21,15,0.3,44.4,0,0,0.3,0.4,0.1,0.2,0,0.1,0,0.6,0,0.1,0
KA,Jóhann Einarsson,2019/20,17,1.3,61.1,0,0,0.6,0.8,0.1,0.9,0.2,0.2,0,0.7,0,0.2,0
KA,Jóhann Einarsson,2018/19,12,0.8,75,0,0,0.3,0.4,0.1,0.3,0.1,0,0,0.4,0.1,0,0
FH,Jóhann Birgir Ingvarsson,2022/23,19,0.8,57.7,0.1,100,0.4,0.5,0.1,0.3,0.1,0.1,0,1.3,0,0.3,0.1
FH,Jóhann Birgir Ingvarsson,2021/22,24,1.4,52.3,0,100,0.8,1,0,0.7,0.2,0.2,0,1.4,0,0.2,0
FH,Jóhann Birgir Ingvarsson,2020/21,2,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Jóhann Birgir Ingvarsson,2019/20,11,5.6,59.6,0.2,100,1.9,3.4,0,1.4,0.6,0.2,0.1,1.5,0,0.2,0
FH,Jóhann Birgir Ingvarsson,2018/19,20,2.9,54.2,0,0,1.3,1.8,0.4,1.2,0.4,0.1,0.2,1.9,0.1,0.6,0.1
KA,Jóhann Geir Sævarsson,2023/24,5,2.8,60.9,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0,0
KA,Jóhann Geir Sævarsson,2022/23,10,0.1,33.3,0,0,0.1,0.2,0.1,0,0.1,0.2,0,0,0,0,0
KA,Jóhann Geir Sævarsson,2021/22,25,0.7,60,0,0,0,0,0,0.1,0.2,0.1,0,0.2,0,0,0
KA,Jóhann Geir Sævarsson,2020/21,24,2.4,66.7,0.3,75,0.1,0.1,0,0.5,0.5,0.3,0,0.5,0,0.1,0
Akureyri,Jóhann Geir Sævarsson,2018/19,9,0.7,66.7,0,0,0,0,0.1,0,0.1,0,0,0,0,0.2,0
FH,Jóhann Kaldal Jóhannsson,2018/19,9,0.1,25,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0
Stjarnan,Jóhann Karl Reynisson,2022/23,23,0.3,61.5,0,0,0.2,0.2,0.1,0,0.1,0.3,0.3,1.3,0,0.3,0
Vikingur,Jóhann Reynir Gunnlaugsson,2023/24,5,2.8,42.4,1.4,87.5,3.6,5.8,0.2,3,0,0.4,0.8,4.2,0,0.8,0
Vikingur,Jóhann Reynir Gunnlaugsson,2021/22,22,4.6,53.7,1.6,76.1,3.3,4.7,0.5,3,0.5,0.5,0.2,2,0,0.7,0
Grotta,Jóhann Reynir Gunnlaugsson,2020/21,16,1.9,45.6,0,0,2.2,2.9,0,1.8,0.1,0,0,0.4,0.1,0.1,0.1
