Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
FH,Einar Rafn Eiðsson,2020/21,22,6,60.6,2,78.6,0.5,4.2,6.2,67.9,1.1,2.3,1.82,2.69,0.3,0.3,0.2,3.5,0.1,0.6,0,8
FH,Einar Rafn Eiðsson,2019/20,20,4.8,54.9,0.7,76.5,0.5,3.7,5.4,68.9,0.8,1.8,2.03,2.94,0.8,0.5,0.1,2.7,0.2,0.7,0,7.2
FH,Einar Rafn Eiðsson,2018/19,20,3.8,46,0.7,76.5,0.5,3.3,5.9,56.4,0.8,1.6,2.13,3.77,1.1,0.5,0.1,3.2,0.1,0.5,0,7.1
FH,Einar Rafn Eiðsson,2017/18,33,5.9,62.2,0.8,73.5,0.6,4,5.8,69.3,0.5,2.2,1.8,2.59,0.8,0.4,0.1,2.7,0.2,0.5,0,7.9
Valur,Einar Þorsteinn Ólafsson,2021/22,30,1.8,66.3,0,0,0.4,2.2,2.9,75.9,0.2,1.2,1.89,2.49,0.3,1,0.6,2.6,0.1,0.7,0.1,6.4
Valur,Einar Þorsteinn Ólafsson,2020/21,26,1.1,60.9,0,0,0.1,0.9,1.2,75,0,0.2,4,5.33,0.1,0.9,0.9,1.8,0.1,0.4,0,5.8
Valur,Einar Þorsteinn Ólafsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Einar Örn Sindrason,2023/24,33,1.7,57.9,0.5,72,0.1,1.8,2.9,62.4,0.3,0.8,2.07,3.32,0.4,0.1,0,0.1,0,0.1,0,5.9
FH,Einar Örn Sindrason,2022/23,27,2.1,58.3,0.3,60,0.1,3,3.9,77.7,0.3,1.6,1.82,2.34,0.5,0.1,0,0.1,0,0,0,6.2
FH,Einar Örn Sindrason,2021/22,25,3.1,60,0.4,68.8,0.3,2,3.4,59.3,0.4,1.6,1.31,2.21,0.3,0.4,0,0.4,0,0,0,6.4
FH,Einar Örn Sindrason,2020/21,24,2.3,58.5,0,0,0.2,2.6,3.5,74.1,0.3,1.5,1.75,2.36,0.1,0.1,0,0.2,0,0,0,6.2
FH,Einar Örn Sindrason,2019/20,20,1.4,65.9,0.2,66.7,0.5,1.6,2.4,68.1,0.3,0.7,2.29,3.36,0.2,0,0,0.3,0,0.1,0,5.9
FH,Einar Örn Sindrason,2018/19,24,0.2,44.4,0,0,0.2,0.5,0.8,66.7,0,0.2,2.4,3.6,0,0,0,0.1,0,0,0,5.2
FH,Einar Örn Sindrason,2017/18,17,0.2,50,0,0,0.1,0.2,0.4,57.1,0,0.1,4,7,0.1,0,0,0,0,0,0,5.1
FH,Eiríkur Guðni Þórarinsson,2022/23,7,0.1,50,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,5
FH,Eiríkur Guðni Þórarinsson,2021/22,16,0,0,0,0,0.1,0.1,0.1,100,0,0.1,1,1,0,0.1,0,0.1,0,0.1,0,5
FH,Eiríkur Guðni Þórarinsson,2020/21,22,0.3,100,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5.1
HK,Eiríkur Guðni Þórarinsson,2019/20,20,1.5,65.2,0,0,0.3,0.2,0.3,80,0,0.6,0.33,0.42,0.5,0.3,0.3,3.3,0.1,0.4,0,5.8
IR,Elías Bóasson,2019/20,3,0.7,50,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,5.3
IR,Elías Bóasson,2018/19,21,1.1,54.5,0,0,0.3,0.8,1.2,66.7,0,0.8,0.94,1.41,0,0.1,0,0.7,0,0,0,5.4
IR,Elías Bóasson,2017/18,24,2.3,56.3,0,0,1,2.4,3.5,68.7,0.1,1.6,1.5,2.18,0.4,0.4,0,0.6,0,0.1,0,6.4
Hordur,Elías Ari Guðjónsson,2022/23,4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,4.9
HK,Elías Björgvin Sigurðsson,2023/24,19,0.7,46.4,0,0,0.2,0.3,0.6,54.5,0,0.5,0.67,1.22,0.1,0.1,0.1,0.6,0.1,0.2,0,5.2
HK,Elías Björgvin Sigurðsson,2021/22,18,2.6,48.4,0.1,50,0.1,0.8,1,78.9,0.1,1.5,0.56,0.7,0.1,0.5,0.3,1.2,0.1,0.3,0,5.7
IBV,Elís Þór Aðalsteinsson,2023/24,12,0.8,64.3,0,0,0.2,0.2,0.3,66.7,0.1,0.6,0.29,0.43,0,0,0,0.2,0,0,0,5.2
IBV,Elliði Snær Viðarsson,2019/20,20,3.1,82.4,0,0,0.4,1.5,1.6,96.7,0.1,0.5,3.22,3.33,0.4,1.3,0.5,4.5,0.1,0.6,0.1,7
IBV,Elliði Snær Viðarsson,2018/19,29,1.4,74.5,0,0,0.4,0.3,0.4,71.4,0,0.3,1.11,1.56,0.4,0.4,0.5,3.1,0.1,0.5,0,6
IBV,Elliði Snær Viðarsson,2017/18,22,2.3,75.8,0,0,0.3,0.5,0.5,100,0,0.6,0.79,0.79,0.3,1,0.6,2.3,0.4,0.8,0.1,6
IBV,Elmar  Erlingsson,2023/24,29,7,68.2,2.5,83.9,0.6,4.5,6.4,70.8,0.8,2.7,1.66,2.34,0.7,0.8,0.1,1.6,0.1,0.3,0,8.3
IBV,Elmar  Erlingsson,2022/23,31,3.6,64.7,1.5,77,0.6,2.9,4,73.4,0.6,1.4,2.17,2.95,0.2,0.5,0.1,1,0,0.3,0,7
IBV,Elmar  Erlingsson,2021/22,25,2.2,77.8,0.7,85.7,0.4,0.9,1.2,74.2,0.3,1.3,0.72,0.97,0.3,0.1,0,0.6,0.1,0.1,0,6
IBV,Elmar  Erlingsson,2020/21,2,0.5,100,0,0,0.5,0,0.5,0,0,0.5,0,1,0,0,0,0,0,0,0,5.3
Afturelding,Elvar Ásgeirsson,2018/19,24,5.1,55,0,0,0.5,3.4,4.9,69.5,0.3,2,1.71,2.46,0.3,0.4,0.2,2.3,0.1,0.4,0,7.3
Afturelding,Elvar Ásgeirsson,2017/18,17,4.4,61.7,0.5,61.5,0.1,2.8,3.8,73.4,0.2,1.1,2.47,3.37,0.6,0.5,0.6,2.9,0.3,0.6,0.1,7.1
Selfoss,Elvar Elí  Hallgrímsson,2022/23,24,1.4,70.8,0,0,0.4,0.3,0.3,100,0,0.4,0.6,0.6,0.5,0.1,0.3,2.7,0,0.4,0,5.8
Selfoss,Elvar Elí  Hallgrímsson,2021/22,23,0.4,83.3,0,0,0.1,0,0,0,0,0.2,0,0,0.2,0,0.1,1,0,0.1,0,5.3
Selfoss,Elvar Elí  Hallgrímsson,2020/21,8,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,5
Grotta,Elvar Otri Hjálmarsson,2023/24,22,2,45.8,0,0,0.5,3.3,4.8,69.5,0.5,2,1.62,2.33,0.2,0.5,0.1,2.9,0,0.3,0,6.6
Grotta,Elvar Otri Hjálmarsson,2022/23,18,1.2,48.9,0,0,0.2,1.6,2.2,72.5,0,1.2,1.38,1.9,0.2,0.3,0.1,1.4,0.1,0.2,0,5.7
Fjolnir,Elvar Otri Hjálmarsson,2019/20,12,0.4,25,0,0,0.1,0.6,0.7,87.5,0,0.8,0.78,0.89,0.1,0,0,0.2,0,0,0,5
Selfoss,Elvar Örn Jónsson,2018/19,30,6,59.9,0.9,68.4,0.6,2.7,4.3,63,0.5,1.9,1.43,2.27,0.4,0.4,0.5,4.8,0.2,0.4,0,7.8
Selfoss,Elvar Örn Jónsson,2017/18,22,4.7,55.3,0.1,100,0.4,3,4.4,68.4,0.4,0.8,3.61,5.28,0.5,0.6,0.6,3.9,0.2,0.2,0,7.5
Hordur,Endijs Kusners,2022/23,18,3.7,64.7,0,0,0.7,1.9,3.3,58.3,0.3,2.4,0.81,1.4,0.2,0.2,0,0.6,0.1,0.5,0,6.5
Vikingur,Erlendur Guðmundsson,2023/24,8,0.5,100,0,0,0.1,0.6,0.7,83.3,0.3,0.4,1.67,2,0.4,1,0.5,1.8,0,0.4,0,5.6
KA,Ernir Elí Ellertsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Eyþór Vestmann,2020/21,12,0.2,50,0,0,0,0.1,0.1,100,0,0.2,0.5,0.5,0.3,0.2,0.7,3.2,0.1,1.1,0.2,5.1
IR,Eyþór Vestmann,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Eyþór Vestmann,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
IR,Eyþór Ari Waage,2022/23,21,1.5,71.1,0,0,0,0,0,0,0,0,1,1,0.3,0.1,0,0.1,0,0.1,0,5.5
FH,Eyþór Örn Ólafsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Eyþór Örn Ólafsson,2019/20,7,0.1,12.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4.9
FH,Eyþór Örn Ólafsson,2018/19,15,0.3,50,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,5.1
FH,Eyþór Örn Ólafsson,2017/18,15,0.1,33.3,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,5
IBV,Fannar Þór Friðgeirsson,2021/22,11,0,0,0,0,0,0.2,0.4,50,0.1,0,0,0,0.4,0.1,0,2.9,0,0.5,0.1,5.1
IBV,Fannar Þór Friðgeirsson,2020/21,19,2.1,55.7,0,0,0.6,1.4,2.2,61.9,0.3,0.9,1.44,2.33,0.3,0.4,0.4,3.7,0.2,0.5,0,6.2
IBV,Fannar Þór Friðgeirsson,2019/20,19,2.3,54.3,0,0,0.8,2.2,3.6,61.8,0.4,1.4,1.62,2.62,0.4,0.2,0.4,3.7,0.2,0.4,0.1,6.6
IBV,Fannar Þór Friðgeirsson,2018/19,26,3.4,58.6,0.1,75,0.8,2.1,3.1,67.5,0.7,1.6,1.32,1.95,0.3,0.5,0.7,3.7,0.2,0.4,0,6.9
Fram,Felix Már Kjartansson,2023/24,5,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0,4.9
Fram,Felix Már Kjartansson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Grotta,Filip Andonov,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Grotta,Filip Andonov,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Grotta,Filip Andonov,2017/18,17,0.1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Finnbogi Þór Gunnarsson,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Finnur Ingi Stefánsson,2022/23,24,2.4,73.1,0,0,0,0.3,0.3,88.9,0,0.4,0.8,0.9,0.4,0.4,0,0.6,0,0.2,0,5.9
Valur,Finnur Ingi Stefánsson,2021/22,31,3.5,70.9,0.3,75,0.1,0.4,0.7,60,0,0.4,1.09,1.82,0.5,0.4,0,0.5,0,0.2,0,6.2
Valur,Finnur Ingi Stefánsson,2020/21,26,4,70.5,0.8,75.9,0,0.3,0.5,57.1,0,0.2,2,3.5,0.3,0.5,0,0.4,0,0.3,0,6.3
Valur,Finnur Ingi Stefánsson,2019/20,11,4.5,70,1.3,82.4,0.1,0.6,1,63.6,0,0.5,1.4,2.2,0.7,0.3,0,0.5,0.1,0.3,0,6.5
Afturelding,Finnur Ingi Stefánsson,2018/19,24,3.4,63.3,1,80,0.1,0.7,1,72.7,0.1,0.7,0.94,1.29,0.2,0.2,0,0.2,0,0.1,0,6
Grotta,Finnur Ingi Stefánsson,2017/18,5,4,69,0.2,33.3,0,0.4,0.6,66.7,0,0.6,0.67,1,1.6,0.2,0,0.8,0,0.2,0,6.4
Thor,Finnur Salvar Geirsson,2020/21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Akureyri,Finnur Salvar Geirsson,2018/19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Friðrik Hólm Jónsson,2023/24,5,0.2,16.7,0,0,0,0.2,0.2,100,0,0.2,1,1,0,0.2,0.2,0.2,0,0,0,5
IR,Friðrik Hólm Jónsson,2022/23,22,1.8,66.1,0,0,0.1,0.2,0.2,83.3,0,0.4,0.63,0.75,0.5,0.4,0,0.9,0,0.4,0,5.6
IBV,Friðrik Hólm Jónsson,2021/22,19,1.7,64.7,0,0,0.1,0.3,0.5,66.7,0,0.4,0.75,1.13,1,0.5,0,0.9,0.1,0.1,0,5.8
IBV,Friðrik Hólm Jónsson,2020/21,4,1.3,71.4,0,0,0,0.3,0.6,50,0,0,0,0,0,0,0,1,0,0.5,0,5.5
IBV,Friðrik Hólm Jónsson,2019/20,19,0.8,59.3,0,0,0,0,0,0,0,0.1,0,0,0.3,0.2,0,0.7,0.1,0.1,0,5.3
IBV,Friðrik Hólm Jónsson,2018/19,25,0.6,83.3,0,0,0.1,0.1,0.1,75,0,0.1,1,1.33,0.1,0.2,0,0.3,0,0,0,5.3
IBV,Friðrik Hólm Jónsson,2017/18,27,1,63.4,0,0,0,0.1,0.2,66.7,0,0.2,0.67,1,0.2,0.2,0,0.4,0,0,0,5.4
IBV,Gabríel Martinez,2023/24,27,1.7,67.6,0,0,0.1,0.1,0.2,50,0,0.3,0.25,0.5,0.3,0.5,0,0.3,0,0,0,5.6
IBV,Gabríel Martinez,2022/23,31,2.2,69,0,0,0.2,0.2,0.2,100,0,0.4,0.45,0.45,0.5,0.5,0,0.4,0,0.1,0,5.8
IR,Gabríel Kristinsson,2022/23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Gabríel Martinez,2021/22,30,1.8,66.3,0,0,0.2,0.3,0.3,88.9,0,0.3,0.8,0.9,0.3,0.2,0,0.2,0,0.1,0,5.6
IR,Gabríel Kristinsson,2020/21,7,0.1,33.3,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,5
IBV,Gabríel Martinez,2020/21,22,0.7,55.2,0,0,0.1,0.2,0.4,50,0,0.4,0.44,0.89,0.1,0.1,0,0.1,0,0,0,5.2
IBV,Gabríel Martinez,2019/20,18,1.6,60.9,0,0,0.3,0.3,0.4,85.7,0.1,0.3,1.2,1.4,0.9,0.5,0,0.4,0.1,0.1,0,5.7
IBV,Gabríel Martinez,2018/19,17,2.2,76,0,0,0.4,0.2,0.3,75,0,0.2,1,1.33,0.7,0.4,0,0.4,0.1,0.1,0,6
Selfoss,Gabríel Bjarni Jónsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HK,Garðar Svansson,2019/20,19,2.2,50.6,0.7,72.2,0.3,1.7,2.1,80.5,0.1,1.7,1.03,1.28,0.3,0.1,0.1,0.7,0,0.1,0,5.9
FH,Garðar Svansson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Garðar Ingi Sindrason,2023/24,17,0.1,33.3,0,0,0.1,0.1,0.1,100,0,0,0,0,0.1,0,0,0,0,0,0,5
FH,Garðar Ingi Sindrason,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Thor,Garðar Már Jónsson,2020/21,22,1.4,47.6,0,0,0.2,2.1,2.8,74.6,0.2,1.6,1.34,1.8,0.5,0.3,0,0.5,0,0,0,5.8
Akureyri,Garðar Már Jónsson,2018/19,22,2.5,60.9,0,0,0.1,0.2,0.2,80,0,0.1,1.33,1.67,0.5,0.2,0,0.7,0,0.1,0,5.8
IBV,Gauti Gunnarsson,2023/24,29,3.2,76.2,0,0,0.1,0.2,0.3,71.4,0,0.4,0.38,0.54,0.3,0.4,0,0.4,0,0.1,0,6.1
KA,Gauti Gunnarsson,2022/23,22,4.1,65.9,0,0,0.3,0.1,0.1,100,0,0.5,0.25,0.25,0.4,0.5,0,0.1,0,0.2,0,6.2
IBV,Gauti Gunnarsson,2021/22,24,0.9,60,0,100,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,5.2
IBV,Gauti Gunnarsson,2020/21,1,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
IBV,Gauti Gunnarsson,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
Haukar,Geir Guðmundsson,2023/24,21,3.4,53.7,0,0,0.1,1.1,1.3,85.2,0,0.8,1.44,1.69,0.1,0.1,0,1.2,0.1,0.2,0,6.1
Haukar,Geir Guðmundsson,2022/23,34,2.1,51.8,0,0,0.3,0.5,0.7,75,0.1,0.5,1.06,1.41,0.3,0,0,1.8,0.1,0.3,0,5.7
Haukar,Geir Guðmundsson,2021/22,28,2.1,55.2,0,0,0.3,0.7,1.1,62.5,0,0.7,1.05,1.68,0.1,0.1,0.1,1.4,0,0.4,0,5.7
Haukar,Geir Guðmundsson,2020/21,25,3.4,54.1,0,0,0.2,1,1.2,83.3,0.1,0.6,1.67,2,0.4,0.2,0,2,0,0.5,0,6.2
Afturelding,Gestur Ólafur Ingvarsson,2022/23,27,1.4,60,0,0,0.1,0.1,0.2,40,0,0.1,1,2.5,0.3,0.1,0,0.3,0,0,0,5.5
Afturelding,Gestur Ólafur Ingvarsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Gestur Ólafur Ingvarsson,2020/21,1,0,0,0,0,1,0,1,0,0,2,0,0.5,0,0,0,0,0,1,0,4.7
Afturelding,Gestur Ólafur Ingvarsson,2019/20,4,2.8,57.9,0,0,0.5,1.5,2.8,54.5,0.3,0.8,2,3.67,0.3,0,0,2.3,0.3,0.5,0,6.3
Afturelding,Gestur Ólafur Ingvarsson,2017/18,19,2.4,67.6,0.2,80,0.1,0.3,0.6,50,0,0.5,0.5,1,0.1,0.3,0.1,0.3,0,0.2,0,5.8
Vikingur,Gísli Jörgen Gíslason,2021/22,8,0.8,23.1,0,0,0,0.1,0.4,33.3,0.1,0.4,0.33,1,0.1,0,0,0.8,0,0,0.1,4.8
FH,Gísli Jörgen Gíslason,2020/21,17,2.2,38.9,0,0,0.4,0.6,1.2,50,0.2,2.1,0.29,0.57,0.4,0,0.1,0.4,0,0,0,5.3
FH,Gísli Jörgen Gíslason,2019/20,2,0.5,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0,0,0,5.1
Fjolnir,Gísli Jörgen Gíslason,2017/18,13,0.2,37.5,0,0,0,0.1,0.1,100,0.1,0.2,0.5,0.5,0,0,0,0,0,0,0,5
Afturelding,Gísli Rúnar Jóhannsson,2023/24,30,0.2,31.3,0,0,0.1,0.2,0.4,54.5,0,0.2,1,1.83,0,0,0,0,0,0,0,5
Fjolnir,Gísli Steinar Valmundsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
FH,Gísli Þorgeir Kristjánsson,2017/18,24,4.4,62.4,0,0,0.2,4.3,6.7,64.2,0.6,1.8,2.36,3.68,0.7,0.4,0,1.2,0.1,0.1,0,7.3
Grotta,Gísli Örn Alfreðsson,2023/24,14,0,0,0,0,0,0.1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Goði Ingvar Sveinsson,2020/21,2,0.5,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fjolnir,Goði Ingvar Sveinsson,2019/20,20,3,42.8,0,0,0.2,2,3.3,61.5,0.4,2,1.03,1.67,0.3,0.2,0.1,0.5,0.1,0.2,0,6
Fjolnir,Goði Ingvar Sveinsson,2017/18,4,0.3,50,0,0,0.3,0.5,1,50,0,0,0,0,0,0,0,0.3,0,0,0,5.3
Afturelding,Grétar Jónsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Grétar Þór Eyþórsson,2019/20,6,1.2,77.8,0,0,0,0.3,0.6,50,0.3,0.3,1,2,0.7,0.5,0,0.7,0,0.2,0,5.7
IBV,Grétar Þór Eyþórsson,2018/19,15,1.1,57.1,0,0,0.1,0.9,1,92.9,0.3,0.5,1.63,1.75,0.3,0.4,0,0.7,0,0.3,0.1,5.4
IBV,Grétar Þór Eyþórsson,2017/18,28,1.9,61.2,0,0,0.2,1,1.4,73,0.2,0.7,1.42,1.95,0.8,0.6,0,1.7,0.2,0.3,0,6
Stjarnan,Grímur Valdimarsson,2018/19,2,0.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Vikingur,Guðjón Ágústsson,2021/22,19,0.9,56.3,0,0,0.1,0,0.1,0,0.1,0.2,0,0.33,0.1,0.2,0,0.2,0,0.1,0,5.3
Selfoss,Guðjón Ágústsson,2017/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Guðjón Baldur Ómarsson,2022/23,22,2.8,70.1,0,0,0.1,0.2,0.2,100,0,0.1,2,2,0.4,0.2,0,0.3,0,0.1,0,5.9
Selfoss,Guðjón Baldur Ómarsson,2021/22,23,1.8,72.4,0,0,0,0,0,0,0,0.1,0.5,0.5,0.3,0.4,0,0.3,0,0,0,5.6
Selfoss,Guðjón Baldur Ómarsson,2020/21,18,0.9,72.7,0,0,0.1,0.1,0.1,100,0,0.4,0.13,0.13,0.2,0.1,0.1,0.4,0,0.1,0,5.2
Selfoss,Guðjón Baldur Ómarsson,2019/20,18,1.6,65.1,0,0,0.1,0.1,0.1,100,0,0.1,2,2,0.4,0.1,0,0.6,0.1,0.1,0,5.6
Selfoss,Guðjón Baldur Ómarsson,2018/19,30,1.5,58.7,0,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0.3,0,0,0,5.4
Selfoss,Guðjón Baldur Ómarsson,2017/18,28,0.8,69.7,0,0,0,0.1,0.1,100,0,0.1,1,1,0.3,0,0,0.3,0,0.1,0,5.3
Afturelding,Guðmundur Árni Ólafsson,2020/21,17,2.8,64.9,0.3,50,0.2,0.4,0.5,77.8,0,0.3,1.4,1.8,0.4,0.6,0,0.2,0.1,0.1,0,6
Afturelding,Guðmundur Árni Ólafsson,2019/20,20,7.4,71.7,3,76.6,0.2,0.4,0.5,88.9,0.1,0.6,0.73,0.82,1.1,0.4,0,1,0.2,0.2,0,7.4
Haukar,Guðmundur Árni Ólafsson,2017/18,5,1.6,61.5,0,0,0,0.4,0.4,100,0,0.4,1,1,0.6,0.2,0,0.8,0,0,0,5.6
Haukar,Guðmundur Bragi Ástþórsson,2023/24,23,6.9,61.5,2,78,0.6,3.9,5.7,67.9,1,2.6,1.51,2.22,0.3,0.6,0.2,2,0.2,0.3,0,8
Haukar,Guðmundur Bragi Ástþórsson,2022/23,28,6.1,61.4,1.6,79.3,0.5,3.9,5.2,74.8,0.9,2.7,1.47,1.96,0.4,0.3,0.1,1.1,0,0.1,0,7.6
Afturelding,Guðmundur Bragi Ástþórsson,2021/22,29,4.3,62.7,0.7,74.1,0.6,3,4.1,72.5,0.7,2.2,1.34,1.85,0.2,0.2,0,0.6,0.1,0.2,0,7
Haukar,Guðmundur Bragi Ástþórsson,2020/21,25,1.8,62,0.3,66.7,0.3,1.9,2.5,75.8,0.3,1,1.96,2.58,0.1,0.2,0,0.7,0,0,0,6
Haukar,Guðmundur Bragi Ástþórsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Hordur,Guðmundur Brynjar Björgvinsson,2022/23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2
Haukar,Guðmundur Hólmar Helgason,2023/24,23,1.4,68.1,0,0,0.1,0.7,1,71.4,0.1,0.8,0.83,1.17,0.2,0.5,0.2,2,0,0.5,0,5.7
Selfoss,Guðmundur Hólmar Helgason,2022/23,20,3.9,56.5,0,0,0.2,2.5,3.4,73.1,0.4,1.8,1.36,1.86,0.7,0.3,0.4,2.7,0.1,0.5,0,6.8
Selfoss,Guðmundur Hólmar Helgason,2021/22,23,3.3,61.8,0.7,80,0.2,1.7,2.4,69.6,0.3,1.6,1.08,1.56,0.3,0.3,0.4,1.6,0,0.4,0,6.4
Selfoss,Guðmundur Hólmar Helgason,2020/21,12,4.3,50.5,0.6,50,0.3,3.3,4.5,74.1,0.4,2.8,1.21,1.64,0.5,0.4,0.5,3.3,0.1,0.4,0,6.9
Selfoss,Guðni Ingvarsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Guðni Ingvarsson,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Guðni Ingvarsson,2019/20,20,2.1,80.8,0,0,0.7,0.3,0.4,83.3,0,0.5,0.56,0.67,0,0.1,0,0.2,0,0.3,0,5.8
Selfoss,Guðni Ingvarsson,2018/19,28,1.5,76.8,0,0,0.5,0.2,0.3,75,0,0.3,0.67,0.89,0.1,0.4,0,0.5,0,0.1,0,5.7
Selfoss,Guðni Ingvarsson,2017/18,20,0.6,45.8,0.1,100,0.3,0.3,0.3,100,0,0.3,1.2,1.2,0.4,0.4,0.2,1.2,0.4,0.5,0,5.4
Hordur,Guilherme Andrade,2022/23,18,1.7,58.8,0,0,0.2,0.2,0.3,80,0,0.3,0.8,1,0.5,0.6,0,1.6,0,0.2,0,5.8
Grotta,Gunnar Dan Hlynsson,2023/24,18,1.1,76,0,0,0.2,0.1,0.1,100,0,0.2,0.67,0.67,0.2,0.2,0.1,1.6,0,0.2,0,5.6
Haukar,Gunnar Dan Hlynsson,2021/22,27,1.4,70.4,0,0,0.6,0.2,0.2,100,0,0.3,0.67,0.67,0.2,0.1,0,2.3,0.1,0.3,0,5.7
Grotta,Gunnar Dan Hlynsson,2020/21,22,2.5,76.7,0,0,0.4,0.1,0.2,50,0,0.5,0.17,0.33,0.3,0.5,0.1,3.9,0.1,0.2,0,6.4
Haukar,Gunnar Dan Hlynsson,2019/20,6,0.2,50,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0.2,0,5
Haukar,Gunnar Dan Hlynsson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Gunnar Flosi Grétarsson,2021/22,10,0.6,60,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.2,0,0,0,5.2
Selfoss,Gunnar Flosi Grétarsson,2020/21,12,0.7,40,0,0,0,0.1,0.1,100,0,0.3,0.25,0.25,0.8,0.1,0,0.7,0,0.3,0,5.2
Grotta,Gunnar Hrafn Pálsson,2023/24,9,0.6,62.5,0,0,0.1,0.2,0.5,40,0,0.3,0.67,1.67,0,0,0,0.2,0,0,0,5.2
Stjarnan,Gunnar Hrafn Pálsson,2020/21,16,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,4.9
Grotta,Gunnar Hrafn Pálsson,2018/19,5,0.2,33.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,5
Grotta,Gunnar Hrafn Pálsson,2017/18,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.8
Selfoss,Gunnar Kári Bragason,2023/24,21,2.5,67.9,0,0,0.8,0.1,0.2,50,0,1.2,0.08,0.16,0.3,0.2,0.1,1.6,0.2,0.3,0,5.9
