Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
Stjarnan,Atli Rúnar Steinþórsson,2020/21,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
FH,Atli Steinn Arnarson,2023/24,32,0.8,50,0,0,0.1,0.5,0.8,63,0,0.6,0.94,1.5,0,0.1,0,0.1,0,0,0,5.2
FH,Atli Steinn Arnarson,2022/23,23,0.3,42.9,0,0,0,0.3,0.4,66.7,0,0.2,1.5,2.25,0,0,0,0.1,0,0.1,0,5.1
FH,Atli Steinn Arnarson,2021/22,16,0.4,70,0,0,0,0,0.2,0,0,0.1,0,3,0,0,0,0.1,0,0,0,5.1
Selfoss,Atli Ævar Ingólfsson,2023/24,3,3,75,0,0,1,0,0,0,0,0.7,0,0,0.7,0,0,1,0,0,0,6.2
Selfoss,Atli Ævar Ingólfsson,2022/23,16,3.6,72.2,0,0,0.8,0.1,0.1,100,0,0.9,0.07,0.07,0.3,0,0.1,0.2,0,0.1,0,6.1
Selfoss,Atli Ævar Ingólfsson,2021/22,16,3.7,81.9,0.3,100,0.7,0.3,0.3,100,0,0.9,0.33,0.33,0.4,0,0,0.1,0,0.1,0,6.3
Selfoss,Atli Ævar Ingólfsson,2020/21,23,4.1,74.8,0,0,1.1,0,0,0,0,0.7,0.06,0.13,0.4,0.1,0,0.2,0,0.1,0,6.5
Selfoss,Atli Ævar Ingólfsson,2019/20,20,4.2,81.6,0,0,0.9,0.1,0.2,66.7,0,0.7,0.14,0.21,0.6,0,0.1,0.6,0,0.5,0.1,6.4
Selfoss,Atli Ævar Ingólfsson,2018/19,30,3.6,74.3,0.1,66.7,1.1,0.1,0.1,80,0,0.8,0.17,0.21,0.3,0.1,0.1,0.8,0.1,0.4,0,6.2
Selfoss,Atli Ævar Ingólfsson,2017/18,29,3.4,67.6,0,0,1.1,0.3,0.3,88.9,0,0.7,0.42,0.47,0.5,0.2,0.1,1.3,0.2,0.6,0,6.3
Hordur,Axel Sveinsson,2022/23,14,1.7,68.6,0,0,0,0.1,0.1,100,0.1,0.6,0.25,0.25,0.3,0.5,0.1,0.9,0,0.1,0,5.6
FH,Axel Þór Sigurþórsson,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HK,Ágúst Guðmundsson,2023/24,4,2.3,45,0,0,0,0.8,1.1,75,0.3,0.8,1,1.33,0,0,0,0.3,0,0,0,5.5
FH,Ágúst Birgisson,2023/24,30,0.3,58.8,0,0,0.1,0.1,0.1,75,0,0.2,0.5,0.67,0.7,0.3,1.2,4,0.2,0.5,0,5.6
Afturelding,Ágúst Björgvinsson,2022/23,22,0.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
FH,Ágúst Birgisson,2022/23,17,0.9,83.3,0,0,0.2,0,0,0,0,0.4,0,0,0.5,0.4,0.7,2.9,0,0.6,0.1,5.5
Afturelding,Ágúst Björgvinsson,2021/22,8,0.1,100,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,5.1
FH,Ágúst Birgisson,2021/22,25,2.4,65.2,0,0,0.4,0,0.1,33.3,0,0.5,0.08,0.23,0.5,0.3,1,4.3,0.2,0.6,0,6.2
Afturelding,Ágúst Björgvinsson,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Ágúst Birgisson,2020/21,19,2.8,73.6,0,0,0.7,0.3,0.5,62.5,0,0.5,0.5,0.8,0.5,0.6,1.4,5.3,0.2,0.9,0.1,6.7
FH,Ágúst Birgisson,2019/20,18,2.7,72.7,0,0,0.5,0.1,0.2,66.7,0,0.4,0.29,0.43,0.8,0.4,0.8,3.2,0.2,1.1,0.2,6.1
FH,Ágúst Birgisson,2018/19,24,3.5,68.3,0,0,0.9,0.1,0.2,50,0,0.8,0.17,0.33,0.7,0.4,0.8,4.7,0.3,0.8,0.1,6.6
FH,Ágúst Birgisson,2017/18,31,2.7,73.3,0,33.3,0.5,0.3,0.3,90,0,0.5,0.64,0.71,0.6,0.1,0.7,3.1,0.4,0.4,0,6.3
Grotta,Ágúst Emil Grétarsson,2023/24,22,2.2,64.9,0.2,71.4,0.2,0.3,0.3,87.5,0,0.8,0.41,0.47,0.6,0.8,0,0.8,0,0.5,0,5.7
Grotta,Ágúst Emil Grétarsson,2022/23,22,1.1,61,0,0,0,0.2,0.2,80,0,0.4,0.5,0.63,0.5,0.7,0,0.5,0,0.5,0,5.3
Grotta,Ágúst Emil Grétarsson,2021/22,22,2,70.3,0,100,0.2,0.3,0.3,100,0,0.1,2.33,2.33,0.1,0.5,0,0.4,0,0.2,0,5.7
Grotta,Ágúst Emil Grétarsson,2020/21,21,0.7,57.7,0,0,0,0.1,0.2,60,0,0.1,1.5,2.5,0.1,0.1,0,0.3,0,0,0,5.1
Grotta,Ágúst Emil Grétarsson,2018/19,22,1.4,48.4,0,50,0.3,0.2,0.4,55.6,0,0.3,0.83,1.5,0.3,0.3,0,0.5,0,0,0,5.5
IBV,Ágúst Emil Grétarsson,2017/18,13,0.2,25,0,0,0,0.2,0.2,100,0,0.4,0.6,0.6,0.2,0.3,0,0.2,0.1,0,0,5.1
Grotta,Ágúst Ingi Óskarsson,2023/24,21,5.5,54.5,1,80.8,1.3,3.1,4.2,73.3,0.6,3.4,0.92,1.25,0.4,0.5,0.2,2.8,0.1,0.5,0.1,7.1
Haukar,Ágúst Ingi Óskarsson,2022/23,16,0.1,100,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,5
Grotta,Áki Hlynur Andrason,2023/24,10,0.1,25,0,0,0,0.2,0.2,100,0,0.2,1,1,0,0,0,0.3,0,0.1,0,5
Valur,Áki Hlynur Andrason,2022/23,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.9
Grotta,Árni Benedikt Árnason,2018/19,21,1.1,38.1,0.4,80,0.2,0.7,1,70,0.1,0.6,1.17,1.67,0.2,0.5,0.3,2,0,0.4,0,5.6
Afturelding,Árni Bragi Eyjólfsson,2023/24,33,3.8,62.1,0.7,61.1,0.2,2.8,3.8,74.2,0.4,1.2,2.3,3.1,0.8,0.5,0.1,0.9,0.1,0.2,0,6.9
Afturelding,Árni Bragi Eyjólfsson,2022/23,29,5.6,59.6,1.7,74.2,0.3,3.7,4.9,75,0.6,1.4,2.63,3.51,0.7,0.6,0.2,0.4,0.1,0.1,0,7.5
Afturelding,Árni Bragi Eyjólfsson,2021/22,15,5.3,61.2,0.8,60,0.3,1.2,1.5,78.3,0.1,0.9,1.38,1.77,0.9,1.4,0,0.4,0,0.1,0,6.9
KA,Árni Bragi Eyjólfsson,2020/21,24,7.7,64.9,1.5,75.5,0.2,2.3,3.5,65.1,0.3,1.1,2,3.07,0.6,1,0.1,1,0,0.3,0,7.9
Afturelding,Árni Bragi Eyjólfsson,2018/19,24,3.2,52.4,0.5,57.1,0.4,0.7,1.2,60.7,0,0.6,1.21,2,0.5,0.7,0.2,1.2,0,0.1,0,6.2
Afturelding,Árni Bragi Eyjólfsson,2017/18,21,5,62.4,0.8,65.4,0.2,0.7,0.9,77.8,0,0.5,1.4,1.8,1,1,0,1.1,0.1,0.3,0,6.7
Selfoss,Árni Geir Hilmarsson,2017/18,12,0.2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,5.1
Selfoss,Árni Steinn Steinþórsson,2021/22,13,2,51,0,0,0.1,2.4,3.2,75.6,0.4,1.2,2.07,2.73,0.2,0.1,0,1.5,0.1,0.3,0,6.1
Selfoss,Árni Steinn Steinþórsson,2019/20,10,3.7,53.6,0,0,0,3.2,5.3,60.4,0.3,0.5,6.4,10.6,0.4,0.4,0.1,6,0.2,0.4,0,7.5
Selfoss,Árni Steinn Steinþórsson,2018/19,29,3.6,53.3,0.3,64.3,0.1,2.5,3.5,70.9,0.3,1.4,1.74,2.45,0.4,0.4,0.2,3.4,0.1,0.3,0,6.8
Selfoss,Árni Steinn Steinþórsson,2017/18,18,3.4,67.4,0,0,0.2,0.9,1.3,66.7,0,1.2,0.76,1.14,0.4,0.6,0.2,2.1,0.2,0.4,0.1,6.4
FH,Ásbjörn Friðriksson,2023/24,33,3.3,58.8,0.9,65.9,0.1,1.8,2.9,62.1,0.2,0.6,3.11,5,0.5,0.3,0.2,1.1,0,0.3,0,6.5
FH,Ásbjörn Friðriksson,2022/23,26,5.9,64.8,3.1,85.3,0.2,2,2.7,75,0.5,1.2,1.65,2.19,0.4,0.2,0,1.2,0,0.3,0,7.2
FH,Ásbjörn Friðriksson,2021/22,25,6.4,62.8,2.6,81.5,0.4,2.5,3.8,65.6,0.3,1.3,1.97,3,0.3,0.6,0.1,2.1,0.1,0.4,0,7.5
FH,Ásbjörn Friðriksson,2020/21,22,4.7,60.5,1.1,77.4,0.5,2,3,65.2,0.1,1,2.05,3.14,0.7,0.5,0.1,2,0.1,0.2,0,7.1
FH,Ásbjörn Friðriksson,2019/20,20,7,60.3,1.6,72.1,0.3,3.2,4.8,67,0.5,1.3,2.42,3.62,0.5,0.6,0.1,1.9,0.1,0.3,0,7.9
FH,Ásbjörn Friðriksson,2018/19,23,7,63.4,2.5,84.1,0.5,3,4.8,61.8,0.5,1.7,1.7,2.75,1,0.4,0.2,1.1,0.1,0.4,0,7.8
FH,Ásbjörn Friðriksson,2017/18,33,4.4,64.9,1.5,82.8,0.3,2.5,3.7,68.6,0.3,0.9,2.77,4.03,0.7,0.2,0.1,1.2,0.2,0.2,0,7.1
Stjarnan,Ásgeir Pálsson,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Ásgeir Bragi Þórðarson,2023/24,12,0.1,25,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0,4.9
Hordur,Ásgeir Óli Kristjánsson,2022/23,10,0.6,50,0,0,0.1,0,0,0,0,0.3,0,0,0,0.1,0,0.1,0,0.1,0,5.1
Selfoss,Ásgeir Snær Vignisson,2023/24,2,2.5,35.7,0,0,0.5,1.5,2,75,0.5,2.5,0.6,0.8,0.5,0,0.5,2.5,0.5,0.5,0,5.5
IBV,Ásgeir Snær Vignisson,2021/22,30,2.5,47.5,0,0,0.1,1,1.6,62,0.4,1.4,0.72,1.16,0.2,0.3,0.1,0.9,0,0.7,0.1,5.6
IBV,Ásgeir Snær Vignisson,2020/21,8,2.6,63.6,0,0,0.6,1.8,2.3,77.8,0.1,1,1.75,2.25,0,0.3,0.3,1.1,0.3,0,0,6.4
Valur,Ásgeir Snær Vignisson,2019/20,18,1.1,38,0,0,0.3,0.2,0.4,50,0.1,0.6,0.27,0.55,0.1,0.1,0,0.3,0,0.1,0,5.2
Valur,Ásgeir Snær Vignisson,2018/19,25,1.6,53.9,0,0,0.2,0.3,0.3,87.5,0,0.5,0.54,0.62,0.2,0.1,0,0.3,0,0.1,0,5.5
Valur,Ásgeir Snær Vignisson,2017/18,22,0.9,64.5,0,0,0,0.1,0.1,100,0,0.2,0.5,0.5,0.1,0.1,0,0.4,0.1,0.1,0,5.3
Haukar,Ásgeir Örn Hallgrímsson,2019/20,19,0.5,45,0,0,0.1,1.4,1.9,73,0.2,0.7,1.93,2.64,0.4,0.3,0.2,1.5,0,0.4,0,5.6
Haukar,Ásgeir Örn Hallgrímsson,2018/19,32,2.1,46.9,0,0,0.2,3.1,4.6,66.9,0.3,2,1.55,2.31,0.3,0.5,0.3,2.9,0.1,0.7,0.1,6.3
HK,Ásmundur Atlason,2019/20,7,4,52.8,1,70,0.3,1,2.1,46.7,0.1,1.7,0.58,1.25,0,0.1,0.1,0.1,0,0.1,0,6.1
Grotta,Ásmundur Atlason,2018/19,6,2.8,63,0,0,0.5,0.8,1,83.3,0,0.5,1.67,2,0,0.2,0,0,0,0,0,6
Grotta,Ásmundur Atlason,2017/18,17,1.2,43.8,0,0,0.4,1.1,1.4,78.3,0.1,1.7,0.62,0.79,0.3,0.2,0.1,0.4,0,0.1,0,5.4
HK,Benedikt Þorsteinsson,2023/24,10,0.7,63.6,0,0,0.1,0.2,0.2,100,0.1,0.7,0.29,0.29,0.1,0.1,0,0.7,0,0.1,0,5.2
Vikingur,Benedikt Elvar Skarphéðinsson,2021/22,21,1.8,47.5,0.6,80,0.3,0.7,1.2,57.7,0.3,1.1,0.63,1.08,0.2,0.1,0,0.5,0,0.1,0,5.6
FH,Benedikt Elvar Skarphéðinsson,2020/21,23,0.8,52.8,0,0,0.1,0.3,0.6,53.3,0.2,0.6,0.62,1.15,0.2,0,0,0,0,0.1,0,5.3
FH,Benedikt Elvar Skarphéðinsson,2019/20,13,0.1,100,0,0,0,0.1,0.2,50,0,0,0,0,0,0,0,0.1,0,0,0,5.1
FH,Benedikt Elvar Skarphéðinsson,2018/19,11,0.1,50,0,0,0,0.1,0.2,50,0,0,0,0,0,0.1,0,0.1,0,0,0,5.1
Vikingur,Benedikt Emil Aðalsteinsson,2023/24,15,0.4,42.9,0,0,0,0.9,1,87.5,0.1,0.4,2.33,2.67,0,0,0,0,0,0.1,0,5.2
Valur,Benedikt Gunnar Óskarsson,2023/24,28,5.9,65,2.3,75.3,0.4,4.8,6.6,72.6,1.1,1.7,2.81,3.88,0.3,0.6,0,0.5,0,0.1,0.1,7.9
Valur,Benedikt Gunnar Óskarsson,2022/23,19,5.6,71.8,1.8,83.3,0.6,3.8,5.6,67.6,0.4,2.1,1.83,2.7,0.5,0.5,0,0.4,0,0.2,0,7.7
Valur,Benedikt Gunnar Óskarsson,2021/22,31,3.6,67.5,1.1,79.1,0.5,3.1,4.4,70.4,0.8,1.5,1.98,2.81,0.1,0.2,0,0.1,0,0.1,0,6.9
Valur,Benedikt Gunnar Óskarsson,2020/21,13,0.2,33.3,0.1,50,0.1,0.2,0.2,100,0.1,0.4,0.6,0.6,0,0,0,0,0,0,0,5
Valur,Benedikt Gunnar Óskarsson,2019/20,15,0.2,50,0.1,100,0.1,0.5,0.6,88.9,0,0.3,1.6,1.8,0,0,0,0.1,0,0,0,5.2
Valur,Benedikt Gunnar Óskarsson,2018/19,8,0.4,75,0.1,100,0.1,0.1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,5.2
Stjarnan,Benedikt Marinó Herdísarson,2023/24,24,2,51.6,0,0,0.3,0.5,0.8,60,0.1,0.8,0.6,1,0.3,0.3,0,1,0.1,0.1,0,5.6
Stjarnan,Benedikt Marinó Herdísarson,2021/22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Benedikt Marinó Herdísarson,2020/21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Benjamín Björnsson,2023/24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Bergur Elí Rúnarsson,2023/24,20,0.5,71.4,0,0,0,0.1,0.2,50,0,0.1,0.5,1,0,0,0,0.2,0,0.1,0,5.2
Valur,Bergur Elí Rúnarsson,2022/23,24,1.7,75.9,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.3,0,0.6,0,0.2,0,5.5
FH,Bergur Elí Rúnarsson,2021/22,8,0.5,57.1,0,0,0.1,0.1,0.1,100,0,0,0,0,0,0.1,0,0.1,0,0,0,5.2
Fjolnir,Bergur Elí Rúnarsson,2019/20,17,2.8,62.7,0,0,0.2,0.2,0.3,60,0,0.4,0.43,0.71,0.7,0.2,0,1.1,0.2,0.2,0,5.9
Fjolnir,Bergur Elí Rúnarsson,2017/18,18,1.1,60.6,0,0,0.2,0,0,0,0.1,0.3,0,0,0.3,0.2,0,0.9,0.1,0.3,0,5.4
IBV,Bergvin Haraldsson,2017/18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Bergvin Þór Gíslason,2023/24,26,0.7,59.4,0,0,0.2,0.5,0.7,76.5,0,0.3,1.63,2.13,0.2,0.3,0,1.8,0,0.3,0,5.5
Afturelding,Bergvin Þór Gíslason,2022/23,9,1.3,80,0,0,0.3,1,1.2,81.8,0.1,0.7,1.5,1.83,0.1,0.4,0.4,3,0.2,0.4,0,6.1
Afturelding,Bergvin Þór Gíslason,2021/22,22,1,46,0.1,66.7,0.3,1,1.7,60.5,0,1.1,0.96,1.58,0.2,0.4,1,2.9,0.1,0.6,0,5.7
Afturelding,Bergvin Þór Gíslason,2020/21,23,3.2,53.7,0,0,0.3,1.9,2.5,76.8,0.4,2.2,0.86,1.12,0.2,0.6,0.5,3.1,0.1,0.7,0.1,6.3
IR,Bergvin Þór Gíslason,2019/20,18,3.3,61.2,0,0,0.3,1.8,2.5,71.1,0.1,1.6,1.1,1.55,0.2,0.4,1.2,4.1,0.1,0.4,0,6.8
IR,Bergvin Þór Gíslason,2018/19,14,3.4,46.2,0,0,0.8,1.6,2.5,64.7,0.1,2.1,0.76,1.17,0.4,0.4,0.7,3,0.1,0.4,0.1,6.3
IR,Bergvin Þór Gíslason,2017/18,20,5.8,56.4,0,0,0.7,2.7,3.8,70.7,0.5,2.5,1.08,1.53,0.3,0.4,0.5,4,0.5,0.5,0,7.5
IR,Bergþór  Róbertsson,2022/23,21,0.1,50,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,5
IR,Bergþór  Róbertsson,2020/21,14,0.2,30,0,0,0.1,0.1,0.1,100,0.1,0.2,0.67,0.67,0.1,0,0,0.4,0,0,0,5.1
Grotta,Bessi Teitsson,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Birgir Már Birgisson,2023/24,33,2.9,74.2,0,0,0.2,0.2,0.3,63.6,0.1,0.3,0.64,1,0.5,0.8,0,2.4,0,0.2,0,6.3
FH,Birgir Már Birgisson,2022/23,27,4,73.3,0,0,0.2,0.7,1,74.1,0,0.4,1.67,2.25,1.1,0.6,0.1,2.7,0.1,0.5,0,6.8
FH,Birgir Már Birgisson,2021/22,24,3.4,67.5,0,0,0.3,0.6,0.9,68.2,0,0.7,0.88,1.29,1.2,0.8,0.1,4.3,0.1,0.5,0,6.7
FH,Birgir Már Birgisson,2020/21,24,2.8,66,0,0,0.2,0.2,0.2,83.3,0,0.3,0.63,0.75,0.3,0.4,0,1.2,0.1,0.2,0,6
FH,Birgir Már Birgisson,2019/20,20,2.5,60.2,0,0,0.3,0.4,0.7,61.5,0.1,0.3,1.6,2.6,0.8,0.9,0,1.3,0.2,0.1,0,6.1
FH,Birgir Már Birgisson,2018/19,18,3.7,60.4,0,0,0.2,0.5,0.5,100,0,0.2,3,3,0.6,1.5,0,1.4,0.1,0.3,0,6.5
Vikingur,Birgir Már Birgisson,2017/18,21,3.9,63.6,0,0,0.2,0.2,0.3,62.5,0,0.5,0.5,0.8,0.8,0.5,0,1.8,0.1,0.4,0,6.4
Afturelding,Birgir Steinn Jónsson,2023/24,28,4.9,54.4,0.7,73.1,0.3,2.9,4.2,69.5,0.7,1.7,1.71,2.46,0.5,0.3,0.6,3.4,0.2,0.5,0,7.3
Grotta,Birgir Steinn Jónsson,2022/23,20,5.7,57.1,1.2,72.7,1,4.2,6.4,65.9,0.8,2.5,1.66,2.52,0.6,0.6,0.9,3,0.2,0.4,0.1,7.7
Grotta,Birgir Steinn Jónsson,2021/22,22,5.7,55.8,0,100,0.5,4.3,6.2,69.3,1,3,1.46,2.11,0.4,0.6,0.7,4.8,0.2,0.8,0,7.9
Grotta,Birgir Steinn Jónsson,2020/21,21,5.2,55.3,0,0,0.2,3,5.1,58.5,0.7,3,0.98,1.68,0.3,0.2,0.7,3.8,0.2,0.8,0,7.3
Stjarnan,Birgir Steinn Jónsson,2019/20,19,1.7,47.1,0.1,100,0.4,0.8,1.1,71.4,0,0.7,1.07,1.5,0.1,0.1,0.2,0.7,0.1,0.5,0,5.5
Stjarnan,Birgir Steinn Jónsson,2018/19,25,1.4,49.3,0,0,0,0.7,0.9,81.8,0,0.4,2,2.44,0.2,0,0,0.7,0.1,0.4,0,5.5
Stjarnan,Birgir Steinn Jónsson,2017/18,14,0.7,43.5,0,0,0.3,0.4,0.8,50,0.1,0.4,1.2,2.4,0.3,0.1,0.1,1.2,0.1,0.3,0,5.4
Afturelding,Birgir Örn Birgisson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Birgir Örn Birgisson,2021/22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5
Afturelding,Birkir Benediktsson,2023/24,31,2.4,52.1,0,0,0.4,1.6,2.6,60.5,0.4,0.9,1.69,2.79,0.5,0.2,0.4,2.6,0.1,0.4,0,6.3
Afturelding,Birkir Benediktsson,2022/23,29,3.6,61.2,0,0,0.7,2.5,4.1,61.5,0.3,1.3,1.95,3.16,0.3,0.4,0.3,4,0.2,0.7,0,7.1
Afturelding,Birkir Benediktsson,2021/22,22,2.7,51.8,0,0,0.5,2.1,3.1,66.7,0.5,1,2.09,3.14,0.4,0.1,0.2,4,0.2,0.5,0,6.6
Afturelding,Birkir Benediktsson,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Afturelding,Birkir Benediktsson,2019/20,20,5.4,62.4,0,0,0.7,2.4,3.5,69.1,0.3,1.5,1.57,2.27,0.1,0.3,0.3,3.1,0.2,0.7,0,7.3
Afturelding,Birkir Benediktsson,2018/19,19,3.8,56.6,0,0,0.8,1.1,2,54.1,0.1,1,1.05,1.95,0.3,0.3,0.2,2.3,0.2,0.7,0.1,6.4
Afturelding,Birkir Benediktsson,2017/18,19,4.1,57,0,0,0.1,2.7,3.8,71.2,0,1.1,2.6,3.65,0.3,0.4,0.7,3,0.5,0.6,0,6.9
Haukar,Birkir Snær Steinsson,2023/24,19,1.4,56.3,0,0,0.1,0.6,0.8,75,0.2,0.4,1.5,2,0.1,0.1,0,0.7,0,0.1,0,5.6
Haukar,Birkir Snær Steinsson,2022/23,34,0.4,52,0,100,0.1,0.1,0.2,50,0.1,0.1,1,2,0,0,0,0.1,0,0.1,0,5.1
Haukar,Birkir Snær Steinsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HK,Bjarki Finnbogason,2021/22,21,0.7,34.9,0,0,0,0.6,1,61.9,0.1,0.7,0.93,1.5,0,0.5,0,0.3,0,0.1,0,5.2
HK,Bjarki Finnbogason,2019/20,16,1.2,34.5,0,0,0.3,0.8,1.1,70.6,0.1,1.3,0.6,0.85,0.3,0.1,0,0.5,0,0.1,0,5.2
Stjarnan,Bjarki Már Gunnarsson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Bjarki Már Gunnarsson,2018/19,23,0.4,52.6,0,0,0.1,0.2,0.3,66.7,0,0.2,1,1.5,0.2,0.5,1,5.2,0.2,0.5,0,5.8
Stjarnan,Bjarki Már Gunnarsson,2017/18,22,0.5,75,0,100,0.1,0.1,0.2,60,0,0.3,0.43,0.71,0.4,0.5,1.1,4.8,0.6,0.4,0.1,5.8
IR,Bjarki Steinn Þórisson,2022/23,22,1.4,65.2,0,0,0.8,0.1,0.1,100,0,0.5,0.25,0.25,0.3,0.3,0.3,3,0.1,0.5,0,5.8
IR,Bjarki Steinn Þórisson,2020/21,17,1.9,70.2,0,0,0.5,0.1,0.1,100,0,1,0.06,0.06,0.3,0,0.3,1.4,0.1,0.4,0.2,5.3
Stjarnan,Bjarki Steinn Þórisson,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Bjarni Ófeigur Valdimarsson,2020/21,4,0.5,12.5,0,0,0.8,0.3,1.3,20,0,0.3,1,5,0.5,0.5,1,4,0.3,0.8,0,5.5
FH,Bjarni Ófeigur Valdimarsson,2019/20,14,3.2,52.9,0,0,0.2,1,1.4,73.7,0.2,1.3,0.78,1.06,0.4,0.4,0.1,3,0.1,0.6,0,6.2
FH,Bjarni Ófeigur Valdimarsson,2018/19,24,3.5,50.3,0.1,100,0.4,1.7,2.3,74.1,0.3,1.9,0.89,1.2,0.4,0.4,0.3,3.5,0,0.6,0.1,6.3
Grotta,Bjarni Ófeigur Valdimarsson,2017/18,20,4.5,50.9,0.4,43.8,0.7,2,3.2,61.9,0.4,2,1,1.62,0.7,0.7,0.5,2.2,0.3,0.6,0,6.7
Fram,Bjartur Már Guðmundsson,2023/24,20,2,63.5,0.1,100,0.7,1,1.5,66.7,0.1,1.2,0.83,1.25,0.1,0.1,0,0.3,0,0,0,5.8
IR,Björgvin Franz Hlynsson,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Björgvin Páll Rúnarsson,2020/21,10,1.2,60,0,0,0.1,1.3,2,65,0,1,1.3,2,0.1,0,0,0.6,0,0.1,0,5.6
Fjolnir,Björgvin Páll Rúnarsson,2019/20,19,1.9,48.7,0,0,0.1,1.6,2.7,60.8,0.5,2.5,0.66,1.09,0.3,0.5,0.1,0.9,0,0.2,0,5.8
Fjolnir,Björgvin Páll Rúnarsson,2017/18,22,1.8,35.1,0.1,30,0.3,1.6,2.7,60,0.3,1.8,0.92,1.54,0.2,0.3,0,1,0,0.2,0,5.5
Stjarnan,Björgvin Þór Hólmgeirsson,2022/23,22,4,59.3,0.3,77.8,0.2,2.2,3.7,60.5,0.5,1.5,1.53,2.53,0.2,0,0,0.5,0,0.1,0,6.6
Stjarnan,Björgvin Þór Hólmgeirsson,2021/22,17,4.5,49,0,0,0.6,2.7,3.7,73,0.8,1.8,1.48,2.03,0.4,0.2,0,1.1,0,0.3,0,6.7
Stjarnan,Björgvin Þór Hólmgeirsson,2020/21,26,4,57.1,0.1,100,0.7,2.2,3.4,64.8,0.2,1.9,1.14,1.76,0.1,0.3,0.1,1.3,0.1,0.4,0,6.7
IR,Björgvin Þór Hólmgeirsson,2019/20,20,4.2,48.8,0.1,50,0.4,2.1,3.7,56.9,0.2,0.8,2.56,4.5,0.2,0.2,0,0.1,0,0.3,0,6.5
IR,Björgvin Þór Hólmgeirsson,2018/19,22,5.1,53.8,0.8,77.3,0.4,2.1,2.8,74.6,0.2,1.5,1.38,1.85,0.2,0.1,0,0.4,0,0,0,6.6
IR,Björgvin Þór Hólmgeirsson,2017/18,4,3,42.9,1,66.7,0.5,1.3,1.6,83.3,0.3,2.5,0.5,0.6,0,0.3,0,1,0,0.3,0,5.6
Afturelding,Blær Hinriksson,2023/24,28,4.1,67.3,0.8,71,0.4,3.2,4.2,76.3,0.3,1.8,1.84,2.41,0.3,0.3,0.1,2.5,0.1,0.4,0,7.1
Afturelding,Blær Hinriksson,2022/23,28,4.9,61.3,0.9,75,0.7,4.2,5.5,76.5,0.6,2.7,1.54,2.01,0.4,0.3,0.2,3.6,0.1,0.4,0,7.5
Afturelding,Blær Hinriksson,2021/22,22,3.6,60.6,0.3,63.6,0.5,1.7,2.6,66.1,0.3,2.1,0.8,1.22,0.1,0.5,0.1,1.1,0.1,0.3,0,6.4
Afturelding,Blær Hinriksson,2020/21,20,6.2,62,1.7,76.7,1,3,4.8,63.2,0.4,3.1,0.97,1.53,0.7,0.6,0.2,3,0.3,0.6,0,7.6
HK,Blær Hinriksson,2019/20,12,5.1,47.3,0.8,62.5,0.5,2.1,2.9,73.5,0.4,2.4,0.86,1.17,0.3,0.4,0,2.1,0.3,0.3,0,6.6
Fram,Breki Dagsson,2022/23,17,1.4,48.9,0.6,64.7,0.1,2.1,2.6,81.4,0.2,1,2.06,2.53,0.1,0.3,0.1,0.9,0,0.1,0,5.9
